"id","chr","Chd1_Auxin1_r653","Chd1_Auxin2_r653","Chd1_Ctrl1_r653","Chd1_Ctrl2_r653"
"FBgn0000003","chr3R",171.189840262854,178.079179537405,252.694317479036,314.578577026078
"FBgn0000008","chr2R",10.8963381350442,9.38357405227165,10.5374266046512,9.16826633926138
"FBgn0000014","chr3R",0.0797875635746044,0.0749664076822459,0.0233327604333651,0.105625090978691
"FBgn0000015","chr3R",0.683878339117381,0.67297186331304,0.587743826180762,0.52141753592864
"FBgn0000017","chr3L",27.6001146895194,26.9536349694428,21.5455722366113,21.0036034469189
"FBgn0000018","chr2L",112.074485307529,123.346303059043,91.1046129165047,96.2172068618281
"FBgn0000022","chrX",1.98902730810709,2.42949268040536,1.16332660370282,1.22879495396571
"FBgn0000024","chr3R",1.93824363215542,1.92880124378582,3.29304846294568,2.99025558843172
"FBgn0000028","chrX",0.745845563499319,0.742349488041667,0.813299487174995,0.836755924544111
"FBgn0000032","chr3R",27.485953368563,26.5047256161382,17.4702542776921,21.9880657337011
"FBgn0000036","chr3R",0.46944830040444,0.462730124755408,0.294780756822627,0.249096070085143
"FBgn0000037","chr2R",1.3745843042858,1.18879022182228,1.05062435214382,0.896071570144011
"FBgn0000038","chr3L",0.109689886467555,0.103061885576405,0.0801931945358055,0.0968071022475778
"FBgn0000039","chr3R",0.254862600346367,0.149664095071174,0.0310545890596195,0.112464834294965
"FBgn0000042","chrX",685.900770362242,659.99705064442,701.794761068043,624.938205894143
"FBgn0000043","chr2R",889.979591547203,889.12687889143,703.117040585454,643.909474895957
"FBgn0000044","chr2R",2.34358586892153,1.91784912134648,1.47386883677978,1.73473506957008
"FBgn0000045","chr3L",2.48447592849012,1.55623447220371,11.4812893628744,6.25320098795882
"FBgn0000046","chr3R",4.7986115341239,5.08118362370861,5.04886339823309,4.63836337018923
"FBgn0000047","chr3R",4.6208851810082,3.25625147716538,1.44783582743449,0.946719093673889
"FBgn0000052","chr2L",16.6141992671264,15.715762784608,15.429308978008,16.1490112654442
"FBgn0000053","chr2L",29.1511842276175,27.9434273855317,34.4287814887193,30.8417407834297
"FBgn0000057","chr2R",25.5196593673434,21.1439157280309,20.8055729090077,21.7716954116296
"FBgn0000061","chr2L",0.273477926441142,0.312014416534893,0.304665928735008,0.137919242485881
"FBgn0000063","chr3R",28.1450864536295,24.7707246846661,26.8798053969378,24.7137514882511
"FBgn0000064","chr3R",34.4673417607515,36.4128246620385,30.6469490683182,31.1888107922996
"FBgn0000071","chr3R",12.7017435024758,12.9608433179784,12.8474627445911,15.8506390431554
"FBgn0000075","chr2L",0.87505134656966,0.605814228309838,0.942776817864318,0.487755096561861
"FBgn0000077","chrX",38.4647927000582,45.6575757538162,33.9954433457384,38.1340275389144
"FBgn0000078","chr2R",0.567585362687256,0.853262514354684,1.21720445056175,1.30240234195137
"FBgn0000079","chr2R",1.53013114572077,0.821527495824396,1.06539409017375,1.73625599459993
"FBgn0000083","chr3R",126.823829372926,115.662000017466,115.052782487162,102.523411546767
"FBgn0000084","chrX",110.95484571894,114.758189185172,132.363964442189,119.373403932255
"FBgn0000092","chrX",14.8408325248919,16.6142189753464,9.84963298894774,9.33567763243171
"FBgn0000094","chr3R",44.0794116345022,37.8659816278139,28.6453540051555,20.7479479784809
"FBgn0000097","chr2L",50.5187928282268,44.7066262207924,57.8898551093501,54.3329317992829
"FBgn0000100","chr3L",288.250328608733,288.796771221359,214.87551967324,219.259063212715
"FBgn0000108","chrX",0.390339899634373,0.271538759029426,0.131710916382397,0.172247760445951
"FBgn0000109","chr3L",22.3278065468884,28.5309653237347,25.3923276924785,26.0112141936102
"FBgn0000114","chr2L",0.0460639839186278,0.0432805720992263,0.0282244700456767,0.0302000340787949
"FBgn0000115","chr3L",43.6555020523611,40.8781067963534,37.6335050173681,43.2460284881539
"FBgn0000116","chr3L",4.27861156651726,4.28808199693381,2.69810466461641,2.55469485865152
"FBgn0000117","chrX",34.3697034160119,34.0519925778355,27.0868236574439,27.3067233129439
"FBgn0000119","chr2R",9.34711752203591,10.4138168067976,9.5436107939715,8.58625242476928
"FBgn0000120","chr2L",0.359831931710222,0.338089121676909,0.175379718398911,0.317570632323687
"FBgn0000121","chr3L",0.870184603809476,1.43080661922013,0.424122256315138,0.6719857778105
"FBgn0000137","chrX",0.375040966287792,0.704758303591636,0.43870200452523,0.463390768971835
"FBgn0000139","chr3R",33.7377209032331,36.0169429986488,30.592638912919,32.9407977517468
"FBgn0000140","chr3R",20.53246863271,16.6716054877886,17.9093641847359,14.3568390029667
"FBgn0000146","chr2L",48.7746263310731,63.5685822963606,29.9644345669461,44.7170191357374
"FBgn0000147","chr3R",38.3230168679754,30.5760756465876,35.895893667565,33.8220808850148
"FBgn0000150","chr3R",509.340442651051,494.45266313531,448.810975227295,390.531403137494
"FBgn0000152","chrX",11.3452947023537,13.7632297252698,12.1791675909466,10.8155356776947
"FBgn0000153","chr2L",6.00422597145178,6.58165805710468,5.65774586246095,5.94670680342581
"FBgn0000157","chr2R",3.89824543221318,4.08152259992214,3.44211478590134,3.98038109695107
"FBgn0000158","chr3R",0.528101163543795,0.413492251068619,0.514786071976707,0.621436123026963
"FBgn0000163","chrX",5.2391883887303,4.90999963137206,5.79617867324002,5.83609277833871
"FBgn0000166","chr3R",0.301647187785777,0.141710092667557,0.196027808865302,0.221849609317366
"FBgn0000173","chrX",28.698329848359,28.9432625104939,25.9215616734514,25.1418956320161
