"id","chr","S2_Ctrl1","S2_Auxin1","S2_Ctrl2","S2_Auxin2"
"FBgn0000003","chr3R",152.688104658289,161.569568959436,189.422377501633,178.800761941336
"FBgn0000008","chr2R",4.51378563230762,4.19510570159692,5.47248783317988,3.75452323098301
"FBgn0000015","chr3R",0.285603097404193,0.29789850658166,0.385132260512313,0.29406373293156
"FBgn0000017","chr3L",15.9112314915285,15.8872561403048,16.9858204399327,16.0675769888198
"FBgn0000018","chr2L",80.2016248910169,83.7473091244609,89.941666459864,77.6765570550058
"FBgn0000022","chrX",2.51967744381045,0.93862545909841,4.02773271794722,0.705076446453858
"FBgn0000024","chr3R",0.613160033989676,0.517288745056915,0.696189954343204,0.529877502284965
"FBgn0000028","chrX",0.228772101452645,0.19686224026107,0.140792488693968,0.235261934501065
"FBgn0000032","chr3R",17.3076387979781,17.9010407804198,19.6920063311159,16.8086243811876
"FBgn0000036","chr3R",0.0625442767996633,0.119600893136379,0.0816484791181852,0.0867789825024855
"FBgn0000037","chr2R",0.59362771052736,0.442274136077234,0.600983026604539,0.636769143256596
"FBgn0000042","chrX",583.654256689999,565.280377810858,697.149232694139,634.179751252738
"FBgn0000043","chr2R",470.019290910868,447.627368520924,484.454514012267,446.540489427
"FBgn0000044","chr2R",1.91537306102106,1.56972450222001,1.07161087914845,1.4739315922135
"FBgn0000045","chr3L",1.16566895885373,1.82377771022394,2.42233541440987,1.30474752515502
"FBgn0000046","chr3R",4.96230789459469,4.24139417320355,2.77630673300643,3.37505238791667
"FBgn0000047","chr3R",2.09060193707462,2.18060378396341,2.84057309256676,3.51005448343334
"FBgn0000052","chr2L",20.5184823863716,21.5783997718777,24.929423758707,18.0397624550084
"FBgn0000053","chr2L",12.8332207687249,15.0357374997993,15.4338375182769,11.1065314263937
"FBgn0000057","chr2R",15.954086671869,14.6702856559731,15.3464138635266,13.4323646955157
"FBgn0000063","chr3R",22.1789050018004,17.6865375127477,18.0357996169322,19.5750398645911
"FBgn0000064","chr3R",12.8871351526556,12.2303321586218,12.1148974062881,11.0761304465267
"FBgn0000071","chr3R",13.8412266178733,9.92550687873,11.8923790325716,10.5301634503
"FBgn0000075","chr2L",0.250038769882678,0.565073405811116,0.373043798750218,0.571404218233334
"FBgn0000077","chrX",31.092318102249,29.0425645219134,26.4826969249293,19.3164152431025
"FBgn0000078","chr2R",0.410863291238162,0.428551237649417,1.83895485091073,0.201199384720166
"FBgn0000079","chr2R",1.18674669904724,0.41261231939251,1.1065996309657,0.581148792698021
"FBgn0000083","chr3R",51.235217028687,49.714605024543,64.4150553402554,59.7946067850839
"FBgn0000084","chrX",90.835737551772,89.676521339424,101.284726938392,73.0444204150342
"FBgn0000092","chrX",5.14291182143436,3.42720297613264,5.11529035651945,3.35797240009567
"FBgn0000094","chr3R",9.87633936829983,15.0560714194919,14.4515792359157,10.4169358863183
"FBgn0000097","chr2L",22.1193704571453,19.6741965471127,25.7280786818607,20.6051388741898
"FBgn0000100","chr3L",284.127183050124,254.219173417194,250.287289100863,240.599067937266
"FBgn0000108","chrX",0.285275883879906,0.230252600105965,0.17480640442847,0.133046994407378
"FBgn0000109","chr3L",20.4726733109604,17.9823460503873,24.1137462067951,13.4552088531611
"FBgn0000114","chr2L",0.0238176886616456,0.0161479867184996,0.0133254950721631,0.0209943013441987
"FBgn0000115","chr3L",44.6072969374831,36.2971896362418,37.886291717571,36.056011987933
"FBgn0000116","chr3L",0.879451374003059,0.987107864233796,1.21938989139198,0.842608463493796
"FBgn0000117","chrX",18.1888667951865,18.1349139539381,17.3196427866264,17.3949871512149
