"id","chr","Chd1_Auxin1_hst","Chd1_Auxin2_hst","Chd1_Ctrl1_hst","Chd1_Ctrl2_hst"
"FBgn0000003","chr3R",4.86370041516569,6.22607555824842,8.63185101573765,5.66874117188288
"FBgn0000008","chr2R",12.9921526146149,10.8440317986827,14.1613413591051,12.1046732668773
"FBgn0000014","chr3R",0.021157327548637,0.0203127930409243,0.0307218775327725,0.04623617443675
"FBgn0000015","chr3R",0.649191947887217,0.576918692897397,0.618059662563983,0.525275145902083
"FBgn0000017","chr3L",30.8518967458381,30.2868258405677,23.7598944378662,22.9060717719456
"FBgn0000018","chr2L",127.963519751801,140.907868945029,100.490015928177,104.895459109067
"FBgn0000022","chrX",2.10972739988264,2.5318920801829,1.27644482070753,0.922098727740775
"FBgn0000024","chr3R",1.93562844377189,1.94081721409765,3.38942422773666,2.98556130485734
"FBgn0000028","chrX",0.930219614529347,0.788492240256231,0.892382169189877,0.886398391915668
"FBgn0000032","chr3R",31.8604201141077,30.5886515433972,20.2177148064003,25.9875649819523
"FBgn0000036","chr3R",0.462041672779028,0.43626620557414,0.2624519541567,0.233654899633022
"FBgn0000037","chr2R",1.3461630807293,1.23277790653076,1.08261431089639,0.887077316870648
"FBgn0000042","chrX",785.162155680211,754.178677553312,789.599427621622,697.881623748844
"FBgn0000043","chr2R",1034.69143289691,1031.19595168578,816.813328177962,760.01201641531
"FBgn0000044","chr2R",1.50350904950143,1.53972656959173,0.970309921799253,1.22665913740121
"FBgn0000045","chr3L",1.3420210404809,0.46852790817122,12.2827514545336,6.82539341099434
"FBgn0000046","chr3R",4.44348103704379,5.62351013528249,4.88805792545192,5.03183724632121
"FBgn0000047","chr3R",4.59496334512483,2.73095750822627,1.80043466920812,0.860709002660207
"FBgn0000052","chr2L",18.8527909568482,18.2907752690872,18.058246842013,19.0820841665969
"FBgn0000053","chr2L",21.2263597453961,20.3290597007962,22.4137930388753,22.4934427330249
"FBgn0000057","chr2R",28.2986440114988,25.3971558372438,24.0197008740136,25.3643685266114
"FBgn0000063","chr3R",33.8208196513842,30.2032842172088,31.459747265094,30.3899507173135
"FBgn0000064","chr3R",44.5104239802148,45.9094439453787,38.5803325872962,39.4417249610417
"FBgn0000071","chr3R",15.1203719928246,15.6468652991213,14.72485311612,19.6281225434236
"FBgn0000075","chr2L",0.366375814893674,0.293126029505503,0.236445592673023,0.213509209962222
"FBgn0000077","chrX",40.9689463307963,50.9214990414941,36.5330903843094,42.3510017353988
"FBgn0000078","chr2R",0.451521097731893,0.577997045594402,0.437092880660972,0.394692726453528
"FBgn0000083","chr3R",95.7147564495206,87.8898427740954,86.0232056252217,77.1949018594473
"FBgn0000084","chrX",128.312519201514,126.889767068468,147.834149844821,133.391452638471
"FBgn0000092","chrX",14.443588667914,13.8670456703536,8.91608874415882,7.86820292206534
"FBgn0000094","chr3R",41.1882955281236,39.0098063635185,23.1689440543909,21.4079879740001
"FBgn0000097","chr2L",64.1928375914628,64.1714926010225,77.5352132679986,70.0802900112996
"FBgn0000100","chr3L",352.802420197535,355.040037080858,258.528297442058,263.820414761073
"FBgn0000108","chrX",0.199051387253827,0.238882346110411,0.10597991894567,0.134849079542504
"FBgn0000109","chr3L",28.2219130571719,36.0008576499209,32.8605284954433,33.985816915498
"FBgn0000114","chr2L",0.0226846673124038,0.0100519228460387,0,0.010677465511135
"FBgn0000115","chr3L",50.2027430791145,48.5768360537911,41.9281434831266,45.7772794634079
"FBgn0000116","chr3L",3.83790314951398,3.37540588836444,2.02034436865878,1.95904542412281
"FBgn0000117","chrX",43.1914483920701,43.9007355817543,34.1977309291178,33.8724913609369
"FBgn0000119","chr2R",11.184642555767,12.7839286228833,11.5859379239314,10.3407253350121
"FBgn0000121","chr3L",0.865303118638433,1.107683890363,0.139608770837982,0.3781981050495
"FBgn0000139","chr3R",42.2792356093676,43.6591339592092,38.4106628963498,40.2705559411366
"FBgn0000140","chr3R",25.7005890135313,21.5773131779333,22.0369847005512,18.441697814501
"FBgn0000146","chr2L",62.2900331996796,83.7757879446595,39.2618650173155,59.4737289888478
"FBgn0000147","chr3R",38.4628591978017,29.4330222924012,36.8216082427557,34.4903931876811
"FBgn0000150","chr3R",692.126961805587,637.335148367738,545.982135257015,519.385099293669
"FBgn0000152","chrX",13.5824094795913,16.1479633090803,13.8856805572039,12.1503345493767
"FBgn0000153","chr2L",6.72239027234667,7.89772327083929,6.50757836970894,6.72683008157431
"FBgn0000157","chr2R",3.77787453372125,3.90522338235589,3.197204940215,4.11279477634784
"FBgn0000158","chr3R",0.58348740890474,0.22407856477754,0.564842249163333,0.816079646966715
"FBgn0000163","chrX",5.16085887086365,4.79538693695503,5.86880001863856,5.80248320520361
"FBgn0000173","chrX",32.0456006833908,32.8443480135634,28.9264531253611,27.7682303285983
"FBgn0000179","chrX",0.126106577968284,0.137003427970826,0.150989826822274,0.0957302425510988
"FBgn0000180","chr2L",2.88288739073287,2.70393894677166,0.966034251529689,1.18248390046919
"FBgn0000181","chr2R",311.765819967253,314.482300305022,259.877886544185,262.549857101435
"FBgn0000182","chr2L",0.216003386545361,0.31107180788417,0.139400710076674,0.157347696462472
"FBgn0000183","chr2L",68.9725846727099,68.4346803241536,62.610584464643,62.5569121298629
"FBgn0000212","chr3L",11.2781403777335,11.9887376956348,9.96679101264744,9.67702484323497
"FBgn0000221","chrX",27.507263562652,26.40925942021,21.7867724677286,20.9849052077155
"FBgn0000227","chr2L",76.463768012638,74.3991725863937,51.7810813626185,45.109540954183
"FBgn0000228","chr2L",16.0097993920126,16.0168532478855,14.8810258006849,14.8307817514096
"FBgn0000229","chr2L",31.8165041607843,29.6184939882096,27.2130034053396,26.6855187326941
"FBgn0000233","chrX",1.289486409003,1.30679269761279,1.24828126950331,1.12719186113508
"FBgn0000239","chr2L",20.2437567604263,18.5503323758756,19.8944401854016,19.461630355733
"FBgn0000241","chr2R",2.59770296782819,2.12533091690535,1.8805539030495,1.81660519880705
"FBgn0000244","chr3R",282.001555156238,279.102457729953,308.31440214325,303.75628305238
"FBgn0000246","chr3R",3.57757057797227,2.7627458590328,3.68911457389806,2.24349648600677
"FBgn0000247","chr3R",45.6085101057072,43.1121336289483,36.1726732066187,34.1251542152332
"FBgn0000250","chr2L",75.3431051684154,71.6136957143355,77.7825215962348,72.9787480515379
"FBgn0000251","chr2L",0.798461405897216,0.598313613788465,1.41392710710428,1.12355693091536
"FBgn0000253","chr2R",9.43307149364867,8.0170625964417,8.61361878186792,7.09271633823706
"FBgn0000256","chr2L",11.2011274901858,10.1936686872123,12.6078308694396,12.258413569098
"FBgn0000257","chrX",20.0707936805216,19.6810813939516,16.8711131405923,17.3573770566035
"FBgn0000259","chrX",25.2662808217776,24.9237286339789,23.9165213174566,22.3428167759252
"FBgn0000261","chr3L",110.226455946662,113.468666070248,88.0267802301055,82.3617130453876
"FBgn0000273","chr2L",21.0098759758717,21.3457198582882,20.7653865422011,19.6463173755251
"FBgn0000276","chr3R",314.214550380266,308.065906538144,203.95476822421,168.822642005492
"FBgn0000277","chr3R",27.5570339865739,36.5895277801189,18.1626944585336,12.8131437289222
"FBgn0000278","chr3R",9.5222239801757,16.8407593549095,4.36639464809664,5.25711058886234
"FBgn0000279","chr3R",13.3019706655596,13.7926772967144,4.12061129786114,7.90689503765382
"FBgn0000283","chr3R",48.0716457544688,44.175488484715,41.0407401400822,38.5964181754353
"FBgn0000286","chr2L",15.0394442856981,13.6182882575346,11.9254773319977,11.5499689417466
"FBgn0000287","chr2L",0.212716198247329,0.0942577990427774,0.158399167617435,0.257460607989397
"FBgn0000289","chr2R",32.1468703256147,32.6388990507488,32.9351516900888,33.2500028933623
"FBgn0000299","chr2L",182.32239434184,177.221750266858,167.10596508644,172.011927361366
"FBgn0000303","chr3R",2.92471895347513,2.54877576242232,3.30168527911269,2.6195463503084
"FBgn0000307","chr2L",25.3691720125425,23.3103890378871,21.9902979815965,20.7060804719197
"FBgn0000308","chr2L",145.377824585129,144.211658690302,152.236755018127,151.24915212601
"FBgn0000316","chrX",17.4582772922668,16.9273517592593,11.8804816256938,15.8653766787313
"FBgn0000317","chr2L",9.13893543653326,8.4505014215082,11.1855317808965,8.36522761621038
"FBgn0000318","chr2L",130.370833074464,130.746338512399,108.202395184955,109.559674256821
"FBgn0000319","chrX",46.6130549028441,44.9069389703528,44.7184344090411,42.6879855178639
"FBgn0000320","chr2L",3.51293540833549,3.65772773207968,2.96960844928556,2.89779523369895
"FBgn0000326","chr2R",59.6128672292904,70.7946133595482,41.4848361907809,48.0290978055305
"FBgn0000330","chrX",35.9127089093627,32.2022582607723,22.6301314019632,24.7785473454006
"FBgn0000337","chr2R",13.3019706655596,12.6688295169821,12.8769103058161,11.0696530527154
"FBgn0000339","chr2L",135.774346271248,144.26346762477,121.488350703938,129.28801561856
"FBgn0000346","chrX",10.2422488408205,8.36174338566317,8.49853795366487,7.36960878193514
"FBgn0000351","chr2L",38.714524024933,30.6378387877862,33.8853290304529,29.1927108736365
"FBgn0000352","chr2R",40.545936355651,39.9135690145861,32.0062788458893,30.0986168235385
"FBgn0000355","chr3L",19.4076888931084,17.8401011188272,3.1978761183401,5.05341627544773
"FBgn0000356","chr3L",3.31919707721994,4.95709679942985,3.21313316088943,7.09241738985958
"FBgn0000357","chr3L",2.35098576434611,2.2571417473942,0.853447777932919,0.513772770444373
"FBgn0000358","chr3L",0.65375855828569,1.25532511255618,1.89860371707946,2.57164476031629
"FBgn0000370","chr2L",70.4526182526102,64.9626035198675,74.7622618409391,66.412827383649
"FBgn0000376","chrX",19.6987928196114,17.3236252632324,18.1907914444363,17.3128366431223
"FBgn0000377","chrX",39.8393186232338,37.9578208400999,24.5688645791371,26.6933879502288
"FBgn0000382","chrX",17.0254814442898,16.227037520204,13.0500740672677,11.6464415449165
"FBgn0000384","chr2L",21.5422398541137,21.7237477386779,16.7166927847581,17.2759150859948
"FBgn0000394","chrX",6.74058588794431,7.60027669338745,5.99407222619597,6.09775930242853
"FBgn0000395","chr2R",62.9079567120759,59.9415430736758,60.3525707055234,63.3421368505232
"FBgn0000404","chr3L",47.1223716852924,42.0291870504635,37.0933115578275,31.9557824437145
"FBgn0000405","chr2R",81.6960692924208,71.8028931228432,60.934726933231,52.8671731029947
"FBgn0000406","chr2L",3.84616199583125,5.00292512115031,21.9792390760721,19.0879646239672
"FBgn0000411","chr3L",0.642029999432724,0.9246032473545,2.01992092026383,1.61351960100022
"FBgn0000412","chr3R",49.3274944867543,49.4332479076332,46.1140639497804,36.5486078764775
"FBgn0000414","chr3L",13.0202667900461,13.5624320819809,15.6660352174567,13.7731877440711
"FBgn0000416","chr3R",52.0842249472813,52.0766510151403,45.7830978035669,46.9245797005861
"FBgn0000422","chr2L",4.67583579890286,4.24653204764132,3.48656745899983,3.75593026115076
"FBgn0000426","chr2R",203.203872567237,227.939832749994,154.056481081891,162.222098492799
"FBgn0000439","chr3R",0.136837492798279,0.131375367000427,0.132464893025087,0.199358580676584
"FBgn0000442","chr2L",3.95238919995237,4.29391454270158,16.3112335702417,17.8656876642597
"FBgn0000447","chr3R",87.2797683900957,84.7083096402805,93.3845356803636,87.3720288916814
"FBgn0000454","chr3R",43.207690406038,49.5605170396699,33.613448816946,34.8402539069729
"FBgn0000455","chr3R",44.5963914990577,45.7895928716565,42.4518054709649,42.8818466802279
"FBgn0000459","chrX",1.92402886492873,2.148815820717,1.71050245479729,1.61322311551917
"FBgn0000463","chr3R",4.78272848029684,5.20405913161395,4.65976817933638,4.89105727271714
"FBgn0000464","chr2L",0.521506464309645,0.457636629913125,0.47107857560889,0.483454221369637
"FBgn0000473","chr2R",3.74410003257014,2.79583674250277,2.41630564911892,1.57582543770625
"FBgn0000477","chr3R",1.35254080227639,1.16869643387614,0.916524545394927,0.945848191053247
"FBgn0000479","chrX",3.80549548660634,3.74507038254391,4.5992749441905,4.62131125811111
"FBgn0000482","chrX",56.5709840188596,59.6349599623756,42.7924089136663,43.5491575950276
"FBgn0000489","chr3L",4.09105337878388,4.03174470648992,3.37958490595222,3.02261494863564
"FBgn0000490","chr2L",1.55916978217456,1.42319206725184,1.43499492520583,1.42335852705348
"FBgn0000492","chr3R",3.19067093164685,2.85385225619532,2.61352725493434,2.09777981050261
"FBgn0000499","chrX",19.3726850162984,19.2519979713549,20.2341871346432,19.0883842503439
"FBgn0000500","chr3R",1.27586507369663,1.22493652048285,1.64679359967338,2.23056980971096
"FBgn0000504","chr3R",0.975562237155898,0.758985850082634,1.10178652208854,0.86258018156816
"FBgn0000520","chrX",54.3106296501785,53.0332016194488,35.5156612844235,34.9532065517164
"FBgn0000524","chrX",14.2531080785341,13.1266653118643,14.8197028921656,14.3511689884113
"FBgn0000527","chr3R",7.60442012308476,8.56509624443012,5.54496814673342,5.38117113900834
"FBgn0000533","chr3R",1.43873607675141,0.828783732738846,1.1142093682126,0.754594194113058
"FBgn0000535","chrX",0.669139490025516,0.68072003095026,0.536222967313665,0.515195937606413
"FBgn0000536","chrX",50.8973905723128,48.0067577020622,46.768938230724,42.2610875204661
"FBgn0000541","chr3L",33.4275470317228,32.0217863066952,27.2632729405961,24.6836442272219
"FBgn0000542","chrX",8.3268835937249,8.08540436352483,7.63815597261568,7.34323741955582
"FBgn0000543","chr3L",23.031345272928,25.1689651549008,20.8569737716102,22.8231589316998
"FBgn0000546","chr2R",12.5311921077436,11.8025314971984,9.66890527364563,8.86617671221087
"FBgn0000547","chr2L",0.0887554805608903,0.0879614334783117,0.108092056073,0.102612062707511
"FBgn0000551","chr3L",1.8581829791274,2.00701137586806,0.449701329141577,1.21823428068829
"FBgn0000557","chr3R",1.49791517540241,1.39018563906529,1.54671974305826,1.70220416235074
"FBgn0000559","chr2L",396.526019215628,385.389829673992,355.085269676927,362.862443238653
"FBgn0000560","chr3L",0.570174163540273,0.651684035474749,2.89118984229495,2.20725374898227
"FBgn0000562","chr2R",14.7672956756314,15.5003176261777,14.1581439843114,13.333663590393
"FBgn0000565","chr3L",153.701981864194,167.306957608797,149.334307420428,110.88387310178
"FBgn0000566","chr2R",114.812307836944,121.063868323632,95.6277545408168,107.653309624533
"FBgn0000567","chr3L",17.8306279274222,18.162765965205,17.9702587747848,19.0714031325598
"FBgn0000568","chr3L",34.426285502538,33.3824126471669,31.2929151160885,30.7598720340201
"FBgn0000575","chr3L",353.136504288421,335.526437464551,319.450592265087,287.791474695933
"FBgn0000576","chr3R",0.349206775983466,0.670535061929176,0.253535986071868,0.610511336906794
"FBgn0000577","chr2R",4.82667890867537,6.45451803086018,4.33869788534309,3.16439541986588
"FBgn0000578","chr2R",56.6016358377249,56.7063532187757,52.9177833693803,54.2035975456822
"FBgn0000579","chr2L",174.523385350625,175.989592425703,170.964103495426,184.006430136501
"FBgn0000581","chr2R",39.2470385483347,40.7313233301174,32.901260318809,33.7646244273326
"FBgn0000588","chr2L",23.5966443737442,22.8654817156799,22.4176419052312,17.7486199912485
"FBgn0000591","chr3R",1.88721708817627,0.301980878313481,1.21794109975844,2.19958967346497
"FBgn0000592","chr3L",1.92022088463086,2.0893812121149,0.619620273327027,1.00712531948794
"FBgn0000606","chr2R",0.490983307493013,0.471384785660069,0.792156812851016,0.286125485979183
"FBgn0000611","chrX",24.6884048872433,20.7185336675714,24.5360428233444,23.5145443933895
"FBgn0000615","chr2R",34.3580879072791,34.1919005852358,24.4974061027999,24.7778722953997
"FBgn0000617","chrX",41.7191039542926,48.4553378324338,45.5081075454812,41.6272808969816
"FBgn0000618","chrX",66.8871841291478,66.0652350197207,65.2156509193362,54.6830261451053
"FBgn0000625","chr3L",0.396439475853221,0.211452693786245,0.255847583319059,0.462058224622839
"FBgn0000629","chr3L",9.85281270226485,9.13332884283137,8.55128265821958,7.95935908845384
"FBgn0000633","chr2R",0.185490269917565,0.211132977942629,1.49574115918815,1.50777664403694
"FBgn0000635","chrX",1.90067400864765,1.837477289238,1.8750762739007,1.91817343870726
"FBgn0000636","chr2L",5.00986542580157,4.86680897045741,5.87011107887774,5.35826630718387
"FBgn0000640","chr2L",2.34527948821905,1.43287661236829,0.825577020842436,1.11823799816048
"FBgn0000644","chrX",0.220003449259164,1.05610798973021,1.49081314943109,0.769255404927641
"FBgn0000658","chr2R",14.9021040607767,13.2619793950944,16.4679359967338,18.1419677856491
"FBgn0000659","chr3R",0.281674192265115,0.270430637295655,0.654416113303041,0.196978179713281
"FBgn0000662","chr2R",47.0973421753675,46.4877782045479,47.8221644720732,45.325202668795
